observed_on,longitude,latitude,year
9/25/2019,-83.731033,33.9733,2019
9/25/2019,-83.731033,33.9733,2019
9/25/2019,-83.731017,33.973383,2019
9/25/2019,-83.731183,33.973433,2019
9/25/2019,-83.731267,33.973167,2019
9/25/2019,-83.72965,33.970867,2019
9/27/2019,-83.46233333,34.16659167,2019
9/27/2019,-84.0001652,33.97723471,2019
9/28/2019,-83.26824167,33.93112167,2019
9/28/2019,-83.80913679,34.00992925,2019
9/29/2019,-83.93681766,34.13581536,2019
10/1/2019,-83.93873971,34.01586437,2019
10/1/2019,-83.8843455,34.227602,2019
10/1/2019,-83.5845871,34.03575897,2019
10/2/2019,-83.74782914,34.14452844,2019
10/2/2019,-83.74769109,34.14460716,2019
10/2/2019,-83.43777829,33.95852852,2019
10/3/2019,-83.729733,33.970467,2019
10/3/2019,-83.731033,33.973,2019
10/3/2019,-83.731067,33.973017,2019
10/3/2019,-83.731033,33.973383,2019
10/3/2019,-83.729633,33.970467,2019
10/3/2019,-83.72795,33.96785,2019
10/3/2019,-83.48763828,33.99299482,2019
10/3/2019,-83.79129071,34.62156598,2019
10/4/2019,-83.82686779,34.22968819,2019
10/4/2019,-83.80762491,34.16078223,2019
10/4/2019,-83.52303226,34.18905482,2019
10/6/2019,-83.68301346,33.9334926,2019
10/6/2019,-84.43942264,33.93417326,2019
10/6/2019,-83.88500689,34.16862111,2019
10/6/2019,-83.88500689,34.16862111,2019
10/7/2019,-83.73228438,33.97993078,2019
10/7/2019,-83.88565833,34.05222217,2019
10/8/2019,-83.864957,34.24087048,2019
10/8/2019,-83.29646196,34.66639393,2019
10/8/2019,-84.12048333,34.28458,2019
10/8/2019,-83.89878,34.250405,2019
10/9/2019,-84.16220833,34.23727833,2019
10/9/2019,-83.992957,33.951428,2019
10/9/2019,-83.73001551,33.97958243,2019
10/9/2019,-84.1487805,34.239425,2019
10/9/2019,-84.38030981,34.00487385,2019
10/9/2019,-83.729633,33.970467,2019
10/9/2019,-83.7297,33.97055,2019
10/11/2019,-83.40053558,33.9565773,2019
10/11/2019,-84.11305795,34.1785048,2019
10/13/2019,-84.02556609,33.97760206,2019
10/13/2019,-83.3809587,34.0194856,2019
10/14/2019,-83.49395833,33.98979167,2019
10/14/2019,-83.98466333,34.23872833,2019
10/14/2019,-83.47952271,33.95689392,2019
10/16/2019,-84.29589167,34.0360305,2019
10/16/2019,-83.832145,34.24638667,2019
10/17/2019,-83.7289233,33.96883181,2019
10/17/2019,-83.733383,33.976467,2019
10/17/2019,-83.733485,33.976529,2019
10/18/2019,-83.45373533,33.94875263,2019
10/19/2019,-84.08834796,34.08629517,2019
10/20/2019,-83.81800242,34.33435389,2019
10/20/2019,-83.96286618,34.30377223,2019
10/23/2019,-83.729617,33.970683,2019
10/23/2019,-83.88312531,34.04482651,2019
10/23/2019,-83.7323,33.973017,2019
10/23/2019,-83.731783,33.972983,2019
10/23/2019,-83.731483,33.973183,2019
10/23/2019,-83.730217,33.972067,2019
10/23/2019,-83.730217,33.9717,2019
10/24/2019,-84.07158625,34.11731704,2019
10/25/2019,-83.93260743,34.16435377,2019
10/25/2019,-83.59176775,34.1162902,2019
10/25/2019,-83.93223181,34.02531114,2019
10/26/2019,-84.07280345,34.19921649,2019
10/26/2019,-83.86990149,34.04137983,2019
10/26/2019,-84.14215932,34.03558362,2019
10/27/2019,-83.63479043,34.09997099,2019
10/27/2019,-83.93184956,34.332053,2019
10/27/2019,-83.729217,33.96435,2019
10/28/2019,-84.14283771,34.03546378,2019
10/28/2019,-84.14176969,34.03559198,2019
10/28/2019,-84.14140491,34.0354209,2019
10/28/2019,-83.38343048,33.90249634,2019
10/30/2019,-83.91316845,34.21945527,2019
10/31/2019,-84.27883592,33.89435496,2019
11/1/2019,-83.45362479,33.94814878,2019
11/2/2019,-84.0180445,34.0206945,2019
11/3/2019,-83.85894236,34.19952176,2019
11/3/2019,-84.0183805,34.37138667,2019
11/4/2019,-83.731033,33.972983,2019
11/4/2019,-83.731033,33.972983,2019
11/5/2019,-83.83869167,34.0796445,2019
11/6/2019,-83.83162723,34.24595461,2019
11/7/2019,-83.99553719,34.16745272,2019
11/9/2019,-83.83189827,34.24574196,2019
11/11/2019,-83.7237168,34.181641,2019
11/12/2019,-83.9562021,34.03520246,2019
11/13/2019,-83.94097402,34.11223004,2019
11/19/2019,-83.84533469,34.24993626,2019
12/5/2019,-83.83194834,34.24610096,2019
12/10/2019,-83.33356365,33.85612603,2019
4/28/2020,-83.58041441,34.0665354,2020
6/29/2020,-83.41118333,33.943325,2020
7/4/2020,-83.97481216,34.02153052,2020
7/5/2020,-84.115455,34.19111833,2020
7/9/2020,-83.83213,34.24515833,2020
7/10/2020,-83.729633,33.970467,2020
7/11/2020,-83.27483921,33.8941614,2020
7/12/2020,-83.88796113,34.11806787,2020
7/12/2020,-83.897083,33.994264,2020
7/14/2020,-83.90688333,34.1496195,2020
7/16/2020,-83.83254167,34.24576667,2020
7/21/2020,-83.83197,34.24503,2020
7/21/2020,-84.4907621,34.2367621,2020
7/21/2020,-84.13671117,34.2467,2020
7/24/2020,-83.3885999,33.9391854,2020
7/25/2020,-84.11401638,34.11148682,2020
7/26/2020,-83.31068404,33.92826871,2020
7/26/2020,-83.37882221,33.92996449,2020
7/29/2020,-84.0098638,34.0460876,2020
8/1/2020,-84.11312521,34.17859077,2020
8/3/2020,-84.112728,34.17859397,2020
8/3/2020,-83.9207242,34.0864878,2020
8/4/2020,-83.91254958,34.13572188,2020
8/4/2020,-83.91303778,34.13750772,2020
8/4/2020,-83.91344742,34.13741329,2020
8/4/2020,-83.91336061,34.1370858,2020
8/4/2020,-83.9130602,34.13736219,2020
8/4/2020,-83.91340352,34.13757532,2020
8/5/2020,-83.83160807,34.24580459,2020
8/5/2020,-83.8319709,34.2460735,2020
8/6/2020,-84.26915497,34.04473997,2020
8/7/2020,-83.30967557,33.92864768,2020
8/7/2020,-84.06374876,34.1131359,2020
8/7/2020,-83.779087,34.33443797,2020
8/9/2020,-84.37899046,33.97439294,2020
8/9/2020,-83.38463682,33.89936242,2020
8/9/2020,-83.584484,34.035665,2020
8/9/2020,-84.10439167,34.1634555,2020
8/10/2020,-84.183458,34.09841397,2020
8/10/2020,-84.07324167,34.19982167,2020
8/10/2020,-84.07226276,34.04493389,2020
8/13/2020,-83.37552007,33.9424329,2020
8/14/2020,-84.080853,34.18119697,2020
8/15/2020,-84.05341792,34.20562884,2020
8/15/2020,-83.80873833,34.12116117,2020
8/16/2020,-83.37539003,33.92419625,2020
8/16/2020,-83.3325997,33.91393999,2020
8/16/2020,-84.05598872,34.05991877,2020
8/17/2020,-83.37468008,33.9708948,2020
8/17/2020,-83.93185817,34.02526104,2020
8/17/2020,-84.14396953,34.22113466,2020
8/17/2020,-84.08037167,34.15178,2020
8/17/2020,-84.08111667,34.0342445,2020
8/18/2020,-83.83203,34.228825,2020
8/19/2020,-83.4003,33.97291667,2020
8/20/2020,-83.88194974,34.22750031,2020
8/20/2020,-83.86157607,34.242135,2020
8/20/2020,-83.88342364,34.22567958,2020
8/20/2020,-84.31210532,34.10899624,2020
8/21/2020,-83.8650668,34.23005952,2020
8/21/2020,-83.50136667,33.988005,2020
8/22/2020,-84.1837492,34.30060306,2020
8/23/2020,-83.27139167,34.12071117,2020
8/23/2020,-83.82043363,34.26539037,2020
8/24/2020,-84.47,34,2020
8/24/2020,-84.20359997,33.992749,2020
8/25/2020,-83.44308124,34.13332174,2020
8/26/2020,-84.08531117,34.23468,2020
8/26/2020,-83.37535,33.94263,2020
8/27/2020,-83.27043742,33.92594906,2020
8/27/2020,-83.73201389,33.98053178,2020
8/27/2020,-84.14019272,34.20752584,2020
8/27/2020,-83.42667332,33.9788291,2020
8/27/2020,-83.83186511,34.24593137,2020
8/28/2020,-83.83264167,34.245445,2020
8/28/2020,-83.48925833,33.99068333,2020
8/28/2020,-84.214875,34.14591117,2020
8/28/2020,-83.45573056,33.95830556,2020
8/28/2020,-83.34637638,33.90954741,2020
8/28/2020,-84.18773667,34.10092217,2020
8/28/2020,-84.15111111,34.28944444,2020
8/28/2020,-84.00410916,34.26135649,2020
8/28/2020,-83.55464167,33.99607167,2020
8/29/2020,-83.84279335,34.30512597,2020
8/29/2020,-83.4538901,33.97376394,2020
8/29/2020,-84.04807711,34.21814899,2020
8/29/2020,-83.92012833,34.10707783,2020
8/29/2020,-83.49089167,33.99327167,2020
8/29/2020,-83.98341414,34.05895626,2020
8/29/2020,-84.11214653,34.17864569,2020
8/29/2020,-83.817619,34.335194,2020
8/30/2020,-84.005085,34.063974,2020
8/30/2020,-83.8872665,34.1065979,2020
8/30/2020,-84.24625221,33.97375387,2020
8/31/2020,-83.81764052,34.34807193,2020
8/31/2020,-83.92085333,34.03746383,2020
8/31/2020,-84.05205591,34.31629786,2020
9/1/2020,-83.87322365,34.06568573,2020
9/1/2020,-83.52049934,33.95846854,2020
9/1/2020,-83.729383,33.969767,2020
9/3/2020,-83.74152614,34.33436497,2020
9/3/2020,-84.4907621,34.2367621,2020
9/3/2020,-83.76664814,34.26672893,2020
9/3/2020,-83.37605833,33.94097778,2020
9/4/2020,-84.13845833,34.25154167,2020
9/4/2020,-84.38024183,34.03788936,2020
9/4/2020,-84.12159999,34.08039343,2020
9/5/2020,-84.20128574,34.02924057,2020
9/5/2020,-84.20060555,34.02954594,2020
9/5/2020,-84.20017387,34.03135954,2020
9/5/2020,-84.05497101,34.00305597,2020
9/5/2020,-84.0304,34.31617897,2020
9/5/2020,-83.78780668,33.89012734,2020
9/5/2020,-84.03129197,34.316329,2020
9/5/2020,-83.4212712,33.8659534,2020
9/5/2020,-84.02133088,34.02488376,2020
9/5/2020,-83.32655333,33.92171167,2020
9/5/2020,-83.38162914,33.9834969,2020
9/5/2020,-84.03143697,34.31630897,2020
9/5/2020,-83.989045,34.238955,2020
9/6/2020,-83.88906167,34.38058333,2020
9/6/2020,-83.86057167,34.24163833,2020
9/6/2020,-83.77811193,34.38311837,2020
9/6/2020,-84.14944458,33.98110962,2020
9/6/2020,-83.3802146,33.933851,2020
9/6/2020,-83.37008613,34.52775414,2020
9/6/2020,-84.02049167,34.1286305,2020
9/6/2020,-83.3794412,33.9328304,2020
9/7/2020,-83.83047366,34.22051038,2020
9/7/2020,-84.12184167,33.961105,2020
9/7/2020,-84.00148548,34.06142497,2020
9/7/2020,-83.79296167,34.03264717,2020
9/7/2020,-83.33052903,33.92798706,2020
9/7/2020,-84.04616533,34.30785077,2020
9/7/2020,-83.95253401,34.17506305,2020
9/8/2020,-83.39572833,33.90968333,2020
9/8/2020,-83.37101667,33.92947833,2020
9/8/2020,-83.37059199,33.93597231,2020
9/8/2020,-84.09720703,34.07198892,2020
9/8/2020,-83.38143674,33.90308819,2020
9/8/2020,-83.38026113,33.93385633,2020
9/8/2020,-83.7294,33.969717,2020
9/8/2020,-83.7294,33.969717,2020
9/8/2020,-84.14019272,34.20731955,2020
9/8/2020,-83.24565614,33.93613028,2020
9/8/2020,-83.98112488,34.04779053,2020
9/9/2020,-83.42730487,34.11348382,2020
9/9/2020,-84.27162749,34.04319884,2020
9/10/2020,-83.93389662,34.09828484,2020
9/10/2020,-84.13765833,34.25260833,2020
9/10/2020,-84.13767924,34.25260611,2020
9/10/2020,-84.13766383,34.25255833,2020
9/10/2020,-83.37783013,33.93280029,2020
9/10/2020,-83.3917406,33.9153488,2020
9/10/2020,-83.37069293,33.92998934,2020
9/10/2020,-83.40145333,33.97180333,2020
9/10/2020,-84.04661195,34.05926895,2020
9/10/2020,-84.05224392,34.00035214,2020
9/10/2020,-84.1945551,34.22472671,2020
9/10/2020,-84.26146578,34.00359241,2020
9/11/2020,-84.20114542,34.02904273,2020
9/11/2020,-84.20103277,34.02908761,2020
9/11/2020,-83.303055,33.91222667,2020
9/11/2020,-84.05737784,34.22097929,2020
9/12/2020,-83.30695275,33.92673268,2020
9/12/2020,-83.30268167,33.91210833,2020
9/12/2020,-83.37754167,33.93293333,2020
9/13/2020,-83.35501167,34.19007833,2020
9/13/2020,-83.41562318,33.9324772,2020
9/13/2020,-83.46594167,33.94946333,2020
9/13/2020,-84.24445556,34.03980278,2020
9/13/2020,-83.38368056,33.98700833,2020
9/13/2020,-84.11976667,34.18279667,2020
9/14/2020,-84.104175,34.10431909,2020
9/14/2020,-84.15972222,34.23918056,2020
9/14/2020,-83.82927482,34.30115959,2020
9/14/2020,-83.73082833,33.99703833,2020
9/14/2020,-83.89113922,34.05336721,2020
9/15/2020,-83.89,34.1,2020
9/15/2020,-83.97053611,34.17474444,2020
9/15/2020,-83.97067222,34.17452222,2020
9/15/2020,-84.1125676,34.1124176,2020
9/15/2020,-84.1125676,34.1124176,2020
9/15/2020,-84.1430195,34.21623833,2020
9/15/2020,-84.04716401,34.0590419,2020
9/15/2020,-83.83368793,34.00470079,2020
9/15/2020,-84.11525823,34.11046934,2020
9/15/2020,-84.03790161,34.40972022,2020
9/16/2020,-84.03312178,34.09256725,2020
9/16/2020,-83.52512197,34.16234897,2020
9/16/2020,-84.005085,34.063974,2020
9/16/2020,-84.18251514,34.14545817,2020
9/16/2020,-83.48065948,33.95338058,2020
9/16/2020,-84.07258617,34.361345,2020
9/16/2020,-84.10512057,34.27952494,2020
9/17/2020,-84.23854167,34.00590833,2020
9/18/2020,-83.86623366,34.27670607,2020
9/18/2020,-84.0328441,34.21574835,2020
9/18/2020,-83.8329227,34.24403258,2020
9/18/2020,-84.21790795,34.0483988,2020
9/18/2020,-83.728567,33.96895,2020
9/18/2020,-83.73035,33.9718,2020
9/18/2020,-83.731267,33.97305,2020
9/18/2020,-83.731267,33.97305,2020
9/19/2020,-83.91448333,34.71048333,2020
9/19/2020,-84.04715834,34.05902208,2020
9/19/2020,-84.04709803,34.05894241,2020
9/19/2020,-83.35820833,33.96515,2020
9/19/2020,-84.08395136,34.0872871,2020
9/19/2020,-84.0920298,34.1388939,2020
9/19/2020,-84.25078667,33.98986333,2020
9/19/2020,-83.8712,34.05590833,2020
9/19/2020,-84.11170047,34.17625124,2020
9/19/2020,-84.2225424,34.16851319,2020
9/19/2020,-84.00885519,33.98227847,2020
9/19/2020,-84.1385831,34.25429394,2020
9/19/2020,-83.85981202,34.35126107,2020
9/19/2020,-83.9794818,34.0474046,2020
9/19/2020,-84.22538855,34.23518151,2020
9/19/2020,-83.27017004,33.92524272,2020
9/20/2020,-84.2318049,34.045567,2020
9/20/2020,-84.23196836,34.04512432,2020
9/20/2020,-83.980605,33.9277,2020
9/20/2020,-84.30636161,34.03317261,2020
9/20/2020,-84.11030159,34.17997932,2020
9/20/2020,-84.26053667,34.0397805,2020
9/20/2020,-84.24487651,33.8915134,2020
9/20/2020,-84.08516944,34.17081389,2020
9/21/2020,-84.45256667,34.04302217,2020
9/21/2020,-83.73207167,33.99952,2020
9/21/2020,-84.03427403,34.3147836,2020
9/21/2020,-84.1386945,34.25341667,2020
9/21/2020,-83.8995733,34.09519704,2020
9/22/2020,-84.17156389,34.20165,2020
9/22/2020,-84.17158638,34.20166827,2020
9/22/2020,-83.54016881,33.94848706,2020
9/22/2020,-84.22082396,34.17453445,2020
9/22/2020,-83.71709097,33.96681397,2020
9/22/2020,-84.20685839,34.14604062,2020
9/22/2020,-83.39095111,33.93971175,2020
9/22/2020,-83.92885584,33.04917854,2020
9/22/2020,-84.30213095,34.0337039,2020
9/22/2020,-83.46333333,33.89688833,2020
9/23/2020,-84.28438494,34.07379236,2020
9/23/2020,-83.959389,34.14620697,2020
9/23/2020,-84.04708743,34.0588765,2020
9/23/2020,-83.83314843,34.24601617,2020
9/23/2020,-83.833275,34.24581167,2020
9/23/2020,-84.04573883,34.06171667,2020
9/23/2020,-84.0797805,34.20973667,2020
9/24/2020,-84.30422599,34.05261371,2020
9/24/2020,-84.06433584,34.13157211,2020
9/25/2020,-83.93735703,34.18891035,2020
9/25/2020,-83.93728637,34.1890127,2020
9/25/2020,-83.9797546,34.23083866,2020
9/25/2020,-83.97598578,34.52666094,2020
9/26/2020,-83.92811825,34.26194955,2020
9/26/2020,-83.83000983,34.22671936,2020
9/26/2020,-83.97625,34.07389717,2020
9/26/2020,-84.37915903,33.98297697,2020
9/26/2020,-83.76628749,34.53626486,2020
9/26/2020,-83.62091814,33.98789329,2020
9/26/2020,-83.38529631,33.99137334,2020
9/26/2020,-84.15928552,34.17600146,2020
9/26/2020,-83.46344667,33.84743833,2020
9/26/2020,-83.73032707,33.95647751,2020
9/26/2020,-83.9879625,33.9562149,2020
9/26/2020,-83.97168667,34.11656117,2020
9/27/2020,-83.88195788,34.04045729,2020
9/27/2020,-84.11566333,34.27268776,2020
9/27/2020,-84.23593514,33.98989612,2020
9/27/2020,-84.20057762,34.01934862,2020
9/27/2020,-84.005085,34.063974,2020
9/27/2020,-84.005085,34.063974,2020
9/27/2020,-83.73040121,33.95506383,2020
9/28/2020,-84.3304588,34.0687838,2020
9/28/2020,-84.03019717,34.316095,2020
9/28/2020,-84.08190577,34.11518987,2020
9/28/2020,-83.82991386,34.3221892,2020
9/28/2020,-83.8113343,34.3535607,2020
9/28/2020,-83.727883,33.968017,2020
9/28/2020,-83.73115,33.973133,2020
9/29/2020,-84.07010997,34.08240297,2020
9/29/2020,-84.069951,34.082535,2020
9/29/2020,-84.10523009,34.37215667,2020
9/30/2020,-83.73410977,33.98923049,2020
9/30/2020,-84.40271167,34.06614717,2020
9/30/2020,-84.15820963,34.01234717,2020
9/30/2020,-84.06766109,34.46923722,2020
10/1/2020,-83.9535938,34.36617782,2020
10/1/2020,-83.61479832,34.07982788,2020
10/1/2020,-83.61486681,34.07982053,2020
10/1/2020,-83.35756704,33.95188401,2020
10/1/2020,-84.23014916,34.01680094,2020
10/1/2020,-83.67442636,34.10293331,2020
10/1/2020,-84.12366798,34.25007197,2020
10/1/2020,-83.73242897,33.97940897,2020
10/1/2020,-83.73183897,33.98025897,2020
10/1/2020,-83.73182797,33.98079297,2020
10/1/2020,-83.731789,33.980859,2020
10/1/2020,-83.72312397,33.974026,2020
10/1/2020,-83.72421097,33.97074597,2020
10/1/2020,-83.73435897,33.961773,2020
10/1/2020,-83.736401,33.965839,2020
10/1/2020,-83.95208609,34.19286853,2020
10/1/2020,-83.4091603,34.00949556,2020
10/1/2020,-83.695075,34.07358883,2020
10/2/2020,-83.7899907,34.3481974,2020
10/2/2020,-84.01368281,34.0322789,2020
10/2/2020,-83.5575463,34.262884,2020
10/2/2020,-83.99356446,34.28724741,2020
10/2/2020,-83.993795,34.287166,2020
10/2/2020,-83.70244667,34.00261667,2020
10/2/2020,-84.07258781,34.22775809,2020
10/2/2020,-83.923905,34.040025,2020
10/2/2020,-84.02864088,33.98028427,2020
10/2/2020,-83.46496667,34.01347222,2020
10/3/2020,-83.35648804,33.93731417,2020
10/3/2020,-84.06781776,34.35822543,2020
10/3/2020,-83.88322359,34.07418583,2020
10/3/2020,-84.29051262,34.03527429,2020
10/3/2020,-83.89438355,34.24601269,2020
10/3/2020,-83.88205,34.092675,2020
10/3/2020,-84.21104126,34.07386836,2020
10/3/2020,-83.40240044,33.92607854,2020
10/3/2020,-83.40247208,33.92626422,2020
10/3/2020,-84.00517756,34.27967005,2020
10/3/2020,-83.81273959,34.12953626,2020
10/4/2020,-84.14271534,34.03547061,2020
10/4/2020,-83.73482611,33.97615059,2020
10/4/2020,-83.98513833,34.36323,2020
10/4/2020,-83.37391061,33.89399849,2020
10/4/2020,-84.04241994,34.35162857,2020
10/4/2020,-83.91962377,34.08571601,2020
10/4/2020,-84.0722192,34.05702668,2020
10/4/2020,-84.23966167,33.98193667,2020
10/4/2020,-83.92316144,34.34815972,2020
10/4/2020,-84.02080481,34.02416671,2020
10/4/2020,-84.25750729,34.03367794,2020
10/4/2020,-84.06652335,34.26102004,2020
10/4/2020,-83.36913055,34.11159132,2020
10/5/2020,-84.0738399,34.03904872,2020
10/5/2020,-84.06726111,34.15474722,2020
10/5/2020,-84.08666944,34.14230278,2020
10/5/2020,-83.07530724,34.02730208,2020
10/5/2020,-84.25776371,34.03364837,2020
10/5/2020,-83.729367,33.969733,2020
10/5/2020,-83.729967,33.971667,2020
10/5/2020,-83.731717,33.975083,2020
10/6/2020,-84.03790161,34.40972022,2020
10/6/2020,-83.43027907,33.94866465,2020
10/6/2020,-83.92617276,34.22152867,2020
10/6/2020,-84.26087708,34.03126961,2020
10/6/2020,-84.13934883,34.25526047,2020
10/7/2020,-83.59839667,33.994125,2020
10/7/2020,-83.80767029,33.87588801,2020
10/7/2020,-84.11908038,34.42120516,2020
10/8/2020,-84.21036953,34.17137738,2020
10/8/2020,-84.04710463,34.21827243,2020
10/8/2020,-83.8186289,33.9643169,2020
10/8/2020,-83.37897997,34.000562,2020
10/8/2020,-84.11599179,34.2721178,2020
10/8/2020,-83.95705333,34.30396667,2020
10/8/2020,-83.303075,33.91217,2020
10/9/2020,-83.2798202,33.96601163,2020
10/9/2020,-83.379079,34.00042797,2020
10/9/2020,-83.34458783,33.95596912,2020
10/9/2020,-84.28983316,34.08588144,2020
10/9/2020,-83.99580294,34.01779811,2020
10/9/2020,-84.127651,34.10185597,2020
10/10/2020,-84.0098638,34.0460876,2020
10/10/2020,-84.0098638,34.0460876,2020
10/10/2020,-84.37773394,34.06880021,2020
10/10/2020,-83.84038667,34.412045,2020
10/10/2020,-83.8265442,34.3087439,2020
10/11/2020,-84.19312024,34.23114346,2020
10/11/2020,-83.28724238,33.96811547,2020
10/12/2020,-82.81102,34.58918333,2020
10/12/2020,-84.23990498,34.19924439,2020
10/12/2020,-83.43909056,33.96264889,2020
10/12/2020,-84.14123297,34.035173,2020
10/12/2020,-84.141227,34.03314,2020
10/12/2020,-84.0628055,34.05621383,2020
10/12/2020,-84.08771383,34.11270283,2020
10/12/2020,-83.34213333,33.90919167,2020
10/13/2020,-83.81887459,34.33549937,2020
10/13/2020,-83.6269542,33.89345317,2020
10/13/2020,-84.03,33.9,2020
10/13/2020,-84.03301508,34.09259956,2020
10/13/2020,-84.11707491,34.14493531,2020
10/14/2020,-83.44382487,33.98683184,2020
10/14/2020,-84.31897833,34.10440833,2020
10/14/2020,-84.243355,34.29578,2020
10/14/2020,-84.16066117,34.0345,2020
10/14/2020,-84.38521474,33.95337947,2020
10/14/2020,-83.70017168,33.79519906,2020
10/14/2020,-83.48919667,33.99096333,2020
10/14/2020,-83.4512468,34.154366,2020
10/14/2020,-83.7304,33.9629,2020
10/14/2020,-83.72715,33.9635,2020
10/14/2020,-83.72935,33.96425,2020
10/15/2020,-83.29969667,33.92632167,2020
10/15/2020,-84.06723541,34.05998541,2020
10/15/2020,-84.29888763,34.01785371,2020
10/15/2020,-84.11586696,34.27422108,2020
10/15/2020,-83.99217029,33.86932677,2020
10/16/2020,-84.36409028,34.03604649,2020
10/16/2020,-83.28008333,34.27506333,2020
10/16/2020,-84.0286829,33.9245261,2020
10/17/2020,-84.2234608,33.99231189,2020
10/17/2020,-84.06375687,34.11311576,2020
10/17/2020,-83.38469666,33.98858677,2020
10/17/2020,-84.05413055,34.32646179,2020
10/17/2020,-84.09548495,34.09916843,2020
10/17/2020,-84.07540833,34.07450833,2020
10/17/2020,-83.72332924,33.97516399,2020
10/18/2020,-83.94533157,34.22214846,2020
10/18/2020,-83.51471341,34.51508834,2020
10/18/2020,-83.39125536,33.90365326,2020
